date,bergen_temp_mean,paris_temp_mean,bergen_temp_min,paris_temp_min,bergen_temp_max,paris_temp_max,bergen_precip_mm,paris_precip_mm,bergen_snowfall_mm,paris_snowfall_mm,bergen_sunshine_hours,paris_sunshine_hours,extreme
2017-11-27,0.4,6.5,-0.5,4.3,3.0,8.4,2.2,5.3,0.7,0.0,0.0,0.0,False
2017-11-28,-0.6,6.6,-1.8,2.4,1.9,9.2,0.0,10.9,0.0,0.0,5.28,7.73,False
2017-11-29,-2.5,2.3,-3.7,-0.1,-0.9,5.6,0.0,0.9,0.0,2.1,5.65,4.55,False
2017-11-30,-3.6,2.3,-5.6,-0.1,-0.3,4.0,0.0,1.2,0.0,5.6,5.49,6.9,False
2017-12-01,-1.6,2.0,-4.5,-0.1,0.1,4.4,0.5,0.5,3.5,2.1,1.0,5.79,False
2017-12-02,3.3,0.6,0.3,-0.6,6.6,2.2,8.2,0.0,0.0,0.0,0.0,3.08,False
2017-12-03,3.2,1.1,1.5,-2.3,5.4,4.8,7.6,1.6,9.8,0.0,0.96,0.0,False
2017-12-04,1.1,5.4,-1.5,2.8,2.4,8.6,8.0,0.0,38.5,0.0,0.0,5.06,False
2017-12-05,6.0,5.4,3.3,3.2,7.8,8.6,25.9,0.1,0.0,0.0,0.0,3.71,False
2017-12-06,7.5,5.2,4.8,1.9,8.2,7.2,22.5,0.0,0.0,0.0,0.0,0.79,False
2017-12-07,6.4,4.9,3.2,2.2,8.6,9.8,52.4,5.3,6.3,0.0,1.21,1.3,False
2017-12-08,3.0,3.7,2.5,0.3,3.6,6.9,16.7,2.3,14.0,7.0,0.0,5.91,False
2017-12-09,0.8,1.3,-3.4,-1.2,2.8,4.7,12.2,0.3,74.2,1.4,1.66,7.07,False
2017-12-10,-0.6,6.2,-3.0,1.5,0.8,10.6,12.5,14.2,87.5,6.3,0.0,3.68,False
2017-12-11,-3.9,6.7,-8.4,2.6,-1.5,9.6,0.1,13.8,0.7,0.0,2.0,0.31,False
2017-12-12,-2.1,2.5,-5.7,-0.2,-0.2,5.6,2.4,0.6,16.8,3.5,3.71,6.76,False
2017-12-13,0.7,6.3,-2.0,2.0,2.0,9.0,3.9,8.9,21.0,0.0,0.0,1.32,False
2017-12-14,0.6,5.8,-0.8,4.5,2.3,7.3,1.8,3.2,7.0,0.0,0.0,4.8,False
2017-12-15,-1.9,4.4,-5.5,3.2,1.2,6.1,0.0,2.7,0.0,0.0,4.83,3.06,False
2017-12-16,-3.4,3.8,-4.2,1.4,-1.6,5.7,0.0,0.5,0.0,0.7,5.0,7.35,False
2017-12-17,-0.8,2.9,-6.1,-1.2,2.2,5.4,3.8,1.2,8.4,0.0,0.0,4.99,False
2017-12-18,2.4,6.5,1.4,3.5,4.2,8.7,5.8,4.5,0.0,0.0,1.1,7.81,False
2017-12-19,5.4,2.8,2.8,0.2,7.2,5.2,0.7,0.0,0.0,0.0,0.0,5.95,False
2017-12-20,6.1,6.5,2.2,3.1,7.3,9.1,6.8,0.1,0.0,0.0,0.0,0.0,False
2017-12-21,4.5,9.0,3.3,8.0,6.0,9.9,7.1,0.5,1.4,0.0,2.59,0.0,False
2017-12-22,4.9,8.7,3.5,6.6,8.1,10.6,29.4,1.2,1.4,0.0,0.0,0.0,False
2017-12-23,7.8,8.7,3.7,7.3,8.9,9.8,29.3,0.0,0.0,0.0,0.0,0.07,False
2017-12-24,4.1,8.7,3.0,8.0,4.9,9.6,8.9,0.4,0.0,0.0,0.0,0.36,False
2017-12-25,3.6,6.3,0.8,4.1,5.5,8.3,8.1,0.2,0.0,0.0,0.0,0.08,False
2017-12-26,0.8,6.6,0.4,4.4,1.4,8.1,27.0,4.7,172.2,0.0,0.0,4.58,False
2017-12-27,1.6,5.1,0.6,3.0,2.4,6.5,15.7,6.2,53.9,0.0,0.39,2.06,False
2017-12-28,-2.2,2.1,-5.7,-0.3,1.9,5.5,0.5,0.0,2.8,0.0,4.64,7.91,False
2017-12-29,-0.6,3.9,-2.0,-0.2,0.8,8.1,6.7,6.3,46.2,0.0,0.7,0.81,False
2017-12-30,-1.6,11.8,-3.5,6.1,0.2,14.9,2.3,6.8,16.1,0.0,2.25,1.09,False
2017-12-31,1.2,12.6,-2.6,9.4,2.9,14.1,5.9,0.9,39.2,0.0,0.0,2.88,False
2018-01-01,2.2,7.8,-0.6,6.6,3.6,9.1,14.5,3.9,21.0,0.0,0.0,0.0,False
2018-01-02,0.1,7.7,-2.3,4.7,2.8,11.9,1.6,3.2,0.7,0.0,4.92,0.27,False
2018-01-03,1.3,10.0,-0.4,7.9,3.2,13.4,0.0,11.0,0.0,0.0,0.12,8.0,False
2018-01-04,-1.7,11.0,-3.0,8.2,0.0,13.4,0.0,11.5,0.0,0.0,4.85,0.0,False
2018-01-05,-3.1,8.9,-4.4,5.2,-0.4,10.4,0.0,1.3,0.0,0.0,5.14,2.21,False
2018-01-06,-3.1,6.3,-4.4,4.3,-1.7,8.1,0.0,0.1,0.0,0.0,5.34,0.0,False
2018-01-07,-0.6,5.9,-5.2,5.0,3.7,6.7,8.0,2.8,22.4,0.0,0.0,1.17,False
2018-01-08,1.5,5.0,-0.4,2.8,3.0,8.6,0.6,0.2,0.0,0.0,1.42,8.0,False
2018-01-09,-0.0,4.6,-3.0,1.9,3.7,7.6,0.0,2.5,0.0,0.0,5.7,0.0,False
2018-01-10,1.9,7.4,-0.8,5.1,5.2,9.5,3.0,6.5,9.1,0.0,3.75,0.76,False
2018-01-11,2.1,5.0,0.3,2.0,4.1,7.2,1.8,2.1,3.5,0.0,0.0,1.42,False
2018-01-12,-0.9,5.4,-3.5,4.3,2.3,6.6,0.0,0.4,0.0,0.0,5.62,0.0,False
2018-01-13,-2.1,4.9,-3.8,3.1,-0.8,6.9,0.0,0.0,0.0,0.0,5.6,5.0,False
2018-01-14,0.7,2.3,-1.3,-0.6,2.1,6.7,0.0,0.0,0.0,0.0,2.75,7.68,False
2018-01-15,2.7,6.6,0.4,3.7,3.3,9.9,6.0,8.1,38.5,0.0,0.0,0.0,False
2018-01-16,0.5,7.7,-0.6,5.6,1.8,9.3,16.1,8.4,108.5,0.0,1.16,5.45,False
2018-01-17,-0.8,5.2,-2.7,3.0,0.2,7.8,1.7,2.5,11.9,0.7,0.35,8.0,False
2018-01-18,-1.8,8.7,-3.2,6.2,-0.4,11.2,2.2,5.7,15.4,0.0,0.99,1.75,False
2018-01-19,-0.3,5.0,-1.1,3.5,0.2,6.9,6.7,0.6,47.6,0.0,0.0,7.56,False
2018-01-20,-1.5,6.6,-3.7,3.2,0.0,10.6,1.2,9.2,8.4,0.0,1.52,0.0,False
2018-01-21,-2.8,6.9,-5.2,5.1,0.2,11.4,0.0,9.2,0.0,0.0,6.11,0.0,False
2018-01-22,-0.0,10.4,-2.3,6.6,1.9,12.0,1.1,11.1,7.7,0.0,0.0,1.01,False
2018-01-23,2.3,8.1,1.1,4.8,3.7,12.1,21.7,0.2,36.4,0.0,0.0,1.01,False
2018-01-24,4.1,11.9,2.6,10.9,6.3,13.0,23.2,0.7,2.1,0.0,0.65,4.17,False
2018-01-25,3.7,8.9,1.6,6.4,5.6,11.6,12.7,7.4,2.1,0.0,0.41,0.0,False
2018-01-26,-0.2,5.7,-3.5,3.0,2.4,8.9,2.9,0.1,7.0,0.0,5.91,4.91,False
2018-01-27,0.5,3.4,-2.9,0.9,3.2,6.1,15.9,0.1,85.4,0.0,0.32,1.09,False
2018-01-28,3.9,8.9,1.6,5.2,5.6,11.1,22.1,0.2,25.2,0.0,1.68,0.0,False
2018-01-29,2.0,10.1,0.3,9.4,2.7,11.1,16.6,0.4,13.3,0.0,0.0,0.0,False
2018-01-30,1.9,9.6,0.5,8.1,3.4,11.3,19.9,0.5,44.8,0.0,0.6,0.0,False
2018-01-31,1.5,8.5,0.1,5.8,4.2,9.9,37.5,12.7,143.5,0.0,0.0,0.0,False
2018-02-01,-0.8,3.8,-3.1,1.8,2.2,7.1,0.0,1.0,0.0,1.4,3.57,6.94,False
2018-02-02,-2.2,3.5,-6.2,1.1,1.9,6.6,0.0,2.1,0.0,2.8,7.74,8.18,False
2018-02-03,-2.2,2.9,-6.0,-0.1,-0.3,5.6,0.1,1.4,0.7,0.0,3.3,0.0,False
2018-02-04,-3.6,2.5,-6.3,-0.2,0.3,4.2,0.0,2.1,0.0,0.0,5.57,5.79,False
2018-02-05,-1.2,-0.3,-2.6,-3.8,-0.2,2.4,0.0,2.4,0.0,11.9,0.0,4.0,False
2018-02-06,-2.1,0.2,-3.9,-0.8,-0.6,1.2,0.7,12.1,4.9,83.3,1.3,0.0,False
2018-02-07,-0.4,-1.7,-1.4,-7.2,1.4,0.3,2.6,8.7,18.2,60.9,3.95,3.06,False
2018-02-08,1.0,-4.8,-1.1,-8.6,2.1,1.2,19.6,0.0,96.6,0.0,0.0,9.4,False
2018-02-09,1.8,-2.1,0.8,-7.9,2.4,1.6,35.5,4.5,106.4,30.1,0.0,1.43,False
2018-02-10,1.5,0.0,0.6,-6.3,2.6,3.8,12.5,1.3,78.4,0.0,0.0,8.78,False
2018-02-11,1.4,5.4,-1.4,2.5,3.0,7.7,6.8,4.4,44.8,0.0,0.0,5.07,False
2018-02-12,-1.4,1.9,-3.2,-1.7,0.6,6.1,4.6,0.0,32.2,0.0,0.0,9.84,False
2018-02-13,1.1,1.2,-2.8,-1.3,3.2,5.0,0.1,1.1,0.7,0.0,4.24,4.87,False
2018-02-14,2.2,2.0,0.8,-2.7,3.2,5.1,19.3,1.8,110.6,0.0,0.24,4.89,False
2018-02-15,1.9,8.2,0.8,4.3,3.2,10.7,6.5,7.5,44.1,0.0,0.04,0.0,False
2018-02-16,1.1,4.6,-0.2,-1.5,2.8,9.0,11.2,0.0,65.8,0.0,4.2,8.34,False
2018-02-17,2.0,4.8,-0.4,2.7,3.8,8.9,3.1,2.9,2.8,0.0,0.48,4.71,False
2018-02-18,0.9,3.8,-1.5,-1.2,3.5,9.1,10.2,0.0,48.3,0.0,0.0,7.49,False
2018-02-19,-1.0,3.9,-4.3,1.6,4.9,5.8,0.6,3.9,0.7,0.0,8.92,0.0,False
2018-02-20,-1.3,4.8,-4.9,2.5,3.4,6.4,0.6,3.4,4.2,0.0,5.04,0.0,False
2018-02-21,0.9,1.8,-2.0,-1.9,3.9,5.4,2.2,0.0,15.4,0.0,9.11,10.0,False
2018-02-22,-1.6,0.8,-4.8,-3.2,1.5,5.3,0.0,0.0,0.0,0.0,8.3,10.0,False
2018-02-23,-0.3,0.2,-3.0,-3.2,3.0,4.3,0.0,0.0,0.0,0.0,5.16,10.0,False
2018-02-24,-0.3,1.0,-3.0,-2.4,2.4,5.9,0.7,0.0,4.9,0.0,4.44,10.03,False
2018-02-25,-0.2,-0.5,-1.4,-3.2,1.5,3.0,1.0,0.0,7.0,0.0,0.99,10.01,False
2018-02-26,-1.1,-2.7,-4.5,-4.9,0.3,-0.2,4.3,0.0,29.4,0.0,1.67,8.31,False
2018-02-27,-6.6,-3.9,-9.6,-6.1,-3.0,-2.0,0.0,0.0,0.0,0.0,9.88,3.37,False
2018-02-28,-10.1,-4.1,-11.6,-7.5,-8.1,-0.2,0.0,0.0,0.0,0.0,9.92,10.0,True
2018-03-01,-9.5,0.0,-13.4,-3.2,-4.0,4.4,0.0,1.2,0.0,9.1,9.98,2.0,True
2018-03-02,-6.9,3.0,-11.8,-0.3,-1.0,8.5,0.0,3.0,0.0,0.0,9.43,3.0,True
2018-03-03,-3.1,3.8,-6.6,-2.6,-0.9,11.6,1.9,0.2,13.3,0.0,0.0,9.03,False
2018-03-04,-2.7,5.0,-5.6,1.6,0.9,7.7,0.6,6.6,4.2,0.0,2.55,0.86,False
2018-03-05,-3.3,6.8,-6.2,2.0,1.1,12.4,0.0,0.0,0.0,0.0,10.0,8.71,False
2018-03-06,-3.4,7.2,-7.4,4.3,2.2,10.8,0.0,0.7,0.0,0.0,9.33,8.24,False
2018-03-07,-0.4,5.8,-4.3,3.5,2.2,9.9,4.0,4.8,21.7,0.0,0.03,5.5,False
2018-03-08,0.9,6.2,-0.2,4.1,2.7,9.5,1.8,11.6,6.3,0.0,0.0,3.65,False
2018-03-09,0.3,8.8,-0.8,5.1,1.5,14.1,2.0,3.8,13.3,0.0,0.0,2.01,False
2018-03-10,0.5,12.1,-3.6,9.8,5.0,17.5,0.0,6.7,0.0,0.0,8.06,2.76,False
2018-03-11,0.0,12.7,-4.1,9.2,2.8,17.2,1.4,13.0,9.8,0.0,0.0,10.75,False
2018-03-12,1.0,10.3,-1.2,8.4,4.4,12.2,0.2,1.9,1.4,0.0,8.26,7.54,False
2018-03-13,0.2,9.1,-3.9,7.3,5.7,11.1,0.0,1.3,0.0,0.0,10.85,7.52,False
2018-03-14,0.3,9.1,-3.5,3.3,4.7,14.6,0.0,0.0,0.0,0.0,2.2,9.34,False
2018-03-15,-0.1,9.9,-2.8,7.8,4.5,13.7,0.0,8.3,0.0,0.0,8.43,8.08,False
2018-03-16,-3.6,8.6,-7.7,5.8,0.3,12.1,0.0,0.1,0.0,0.0,11.47,6.5,False
2018-03-17,-5.3,3.8,-9.9,1.5,0.0,8.7,0.0,3.6,0.0,1.4,11.58,2.67,False
2018-03-18,-2.8,0.8,-8.4,-1.2,2.8,2.9,0.0,1.5,0.0,10.5,11.43,2.32,False
2018-03-19,1.1,0.7,-1.9,-2.2,4.2,3.0,5.8,1.0,18.2,7.0,5.91,2.1,False
2018-03-20,0.2,2.5,-3.2,-3.0,4.0,7.4,1.0,0.1,6.3,0.0,7.62,9.73,False
2018-03-21,1.1,3.1,0.0,-0.1,3.3,7.2,15.9,0.0,70.7,0.0,0.0,9.66,False
2018-03-22,2.7,4.3,0.6,-1.1,5.5,8.6,0.0,0.0,0.0,0.0,6.01,0.4,False
2018-03-23,4.0,4.9,1.8,2.2,6.7,7.0,3.9,0.8,0.0,0.0,0.18,1.6,False
2018-03-24,4.4,7.8,2.7,5.1,6.3,12.9,8.2,1.7,5.6,0.0,9.31,5.74,False
2018-03-25,2.8,8.6,1.1,2.0,5.1,14.4,10.3,0.0,14.0,0.0,3.02,11.3,False
2018-03-26,1.6,8.4,-2.9,4.1,6.2,13.1,3.0,0.1,2.1,0.0,8.68,8.22,False
2018-03-27,0.8,7.8,-3.4,4.5,3.6,12.5,3.0,8.4,17.5,0.0,3.73,1.55,False
2018-03-28,-1.0,8.4,-5.5,3.8,5.2,13.2,0.0,5.8,0.0,0.0,12.47,3.38,False
2018-03-29,-1.2,6.4,-6.2,1.8,4.8,11.5,0.0,2.3,0.0,0.0,12.67,8.11,False
2018-03-30,-1.1,6.5,-5.5,3.5,4.2,10.5,0.0,2.7,0.0,0.0,10.0,6.48,False
2018-03-31,-1.0,6.8,-5.7,2.8,4.0,11.4,0.0,1.0,0.0,0.0,12.77,7.27,False
2018-04-01,-0.8,7.6,-5.2,5.0,4.1,10.9,0.0,1.2,0.0,0.0,12.82,6.91,False
2018-04-02,-0.7,9.9,-5.1,5.8,3.3,15.6,0.8,3.9,5.6,0.0,12.34,4.39,False
2018-04-03,-0.3,11.3,-3.6,7.6,3.7,15.3,10.3,4.4,72.1,0.0,0.0,5.2,False
2018-04-04,1.5,10.3,-1.4,7.1,3.8,14.1,17.6,5.1,80.5,0.0,0.0,7.26,False
2018-04-05,1.2,8.8,-2.0,5.5,4.3,10.3,9.7,1.0,64.4,0.0,8.33,6.61,False
2018-04-06,1.7,10.6,-5.1,4.0,5.8,18.6,0.9,0.0,4.2,0.0,10.35,12.28,False
2018-04-07,5.5,13.4,1.9,9.4,9.9,19.9,2.6,0.3,4.9,0.0,6.04,5.94,False
2018-04-08,5.8,14.3,4.2,8.9,7.9,21.1,7.2,0.2,0.0,0.0,0.0,9.05,False
2018-04-09,5.3,11.8,4.6,9.5,6.2,14.8,6.1,10.2,0.0,0.0,0.0,0.0,False
2018-04-10,6.0,11.6,2.0,8.2,10.5,15.1,0.0,1.0,0.0,0.0,11.43,9.09,False
2018-04-11,6.7,11.7,1.1,5.4,13.7,17.9,0.0,0.0,0.0,0.0,11.93,12.69,False
2018-04-12,7.4,10.8,0.3,7.1,14.9,14.5,0.0,5.9,0.0,0.0,13.17,4.08,False
2018-04-13,8.5,12.0,2.3,6.8,15.1,16.7,1.4,0.7,0.0,0.0,9.95,12.17,False
2018-04-14,9.6,11.7,3.7,6.9,15.1,15.9,0.0,1.9,0.0,0.0,13.44,8.41,False
2018-04-15,10.4,12.5,4.5,7.4,16.9,16.9,0.0,0.6,0.0,0.0,13.8,10.41,False
2018-04-16,8.1,11.0,4.9,5.5,11.3,14.9,0.3,0.1,0.0,0.0,6.46,7.59,False
2018-04-17,9.4,13.4,6.9,6.2,13.1,19.9,6.1,0.0,0.0,0.0,3.15,13.34,False
2018-04-18,9.5,15.7,7.1,6.8,12.4,24.5,3.7,0.0,0.0,0.0,1.62,13.45,False
2018-04-19,13.2,17.7,8.4,9.8,19.2,26.4,0.0,0.0,0.0,0.0,11.0,13.54,False
2018-04-20,9.0,19.3,6.2,13.4,12.4,26.7,4.8,0.0,0.0,0.0,7.76,13.43,False
2018-04-21,6.9,18.9,4.4,12.1,9.2,25.8,7.1,0.0,0.0,0.0,9.64,13.42,False
2018-04-22,7.6,19.2,3.8,14.1,12.3,25.1,3.3,0.3,0.0,0.0,5.26,13.21,False
2018-04-23,6.9,14.6,5.6,10.6,8.6,17.9,17.2,1.8,0.0,0.0,0.73,8.56,False
2018-04-24,5.6,13.8,4.2,7.3,7.8,20.0,14.3,0.0,0.0,0.0,4.02,13.49,False
2018-04-25,5.2,12.7,3.0,10.0,8.0,14.9,7.2,0.6,2.1,0.0,7.05,5.69,False
2018-04-26,5.5,11.0,3.4,6.6,8.3,14.4,3.9,0.2,0.0,0.0,10.22,12.2,False
2018-04-27,5.3,12.4,3.0,5.9,8.6,18.2,4.3,0.0,0.0,0.0,9.49,12.05,False
2018-04-28,4.5,12.4,0.9,9.4,7.7,14.4,1.8,0.1,0.0,0.0,14.05,8.29,False
2018-04-29,4.8,10.3,0.2,8.4,8.9,11.9,1.0,12.1,0.0,0.0,15.0,0.0,False
2018-04-30,7.2,6.0,0.0,3.3,13.4,9.8,0.0,24.1,0.0,0.0,13.59,0.0,False
2018-05-01,6.9,8.1,4.4,4.2,8.3,12.7,3.4,0.4,0.0,0.0,0.15,9.31,False
2018-05-02,7.9,10.4,4.2,4.1,10.8,15.9,1.0,0.7,0.0,0.0,6.45,10.74,False
2018-05-03,6.3,11.3,3.8,4.9,8.2,15.6,12.2,0.0,0.0,0.0,7.34,12.2,False
2018-05-04,6.8,11.9,5.2,5.1,8.5,17.8,6.0,0.0,0.0,0.0,0.0,14.0,False
2018-05-05,10.5,15.2,7.5,8.1,14.2,21.9,1.1,0.0,0.0,0.0,3.96,14.06,False
2018-05-06,10.1,18.3,8.4,11.0,12.8,25.6,2.6,0.0,0.0,0.0,4.63,14.05,False
2018-05-07,11.7,17.9,7.8,10.4,15.8,24.9,1.7,0.0,0.0,0.0,9.51,14.15,False
2018-05-08,15.5,18.2,7.6,10.8,22.3,25.5,0.0,0.0,0.0,0.0,15.53,14.11,False
2018-05-09,17.0,15.7,10.4,11.2,21.4,21.1,0.5,0.0,0.0,0.0,15.2,13.87,False
2018-05-10,9.6,13.2,7.9,9.1,11.3,16.4,29.8,0.5,0.0,0.0,0.11,9.86,False
2018-05-11,9.5,13.2,3.4,5.1,14.8,20.2,0.5,0.0,0.0,0.0,15.22,13.32,False
2018-05-12,10.3,14.5,6.5,9.6,14.4,19.6,0.0,3.8,0.0,0.0,14.31,4.64,False
2018-05-13,13.9,11.1,5.2,8.8,19.9,14.2,0.0,3.4,0.0,0.0,16.02,3.98,False
2018-05-14,15.0,11.9,10.6,9.2,18.0,14.6,1.3,10.0,0.0,0.0,15.41,0.0,False
2018-05-15,15.3,15.0,8.8,10.4,21.5,20.6,0.1,0.5,0.0,0.0,16.06,11.25,False
2018-05-16,9.4,15.2,6.2,10.4,11.6,21.3,0.7,1.7,0.0,0.0,10.86,14.38,False
2018-05-17,8.5,12.9,4.8,9.2,12.4,17.6,0.0,0.0,0.0,0.0,16.95,11.22,False
2018-05-18,10.1,11.6,4.2,5.4,15.4,17.5,0.0,0.0,0.0,0.0,16.08,14.69,False
2018-05-19,11.2,12.5,4.8,6.1,16.4,18.2,0.0,0.0,0.0,0.0,17.0,14.68,False
2018-05-20,12.6,14.6,7.2,6.6,17.3,21.8,0.0,0.0,0.0,0.0,14.65,14.85,False
2018-05-21,14.8,16.4,10.2,9.8,19.9,21.6,0.0,0.1,0.0,0.0,14.9,14.41,False
2018-05-22,12.8,17.3,7.4,12.4,17.8,23.0,0.0,0.8,0.0,0.0,15.18,14.52,False
2018-05-23,12.4,16.7,7.8,11.9,17.4,21.2,0.0,1.3,0.0,0.0,17.0,13.86,False
2018-05-24,11.8,17.8,6.5,12.6,18.0,23.1,0.0,0.7,0.0,0.0,13.3,13.22,False
2018-05-25,15.7,18.4,7.4,11.6,22.0,25.3,0.0,0.3,0.0,0.0,17.0,9.82,False
2018-05-26,16.5,21.9,9.1,15.9,22.6,27.5,0.0,0.2,0.0,0.0,17.0,14.9,False
2018-05-27,18.8,21.5,10.9,16.8,26.5,26.5,0.0,1.0,0.0,0.0,16.52,12.73,False
2018-05-28,18.5,20.5,13.6,16.4,24.8,26.4,0.0,10.2,0.0,0.0,16.0,10.46,False
2018-05-29,17.9,18.7,11.1,14.9,23.3,21.7,1.8,2.2,0.0,0.0,16.95,6.01,False
2018-05-30,21.6,19.8,13.4,15.3,28.0,24.1,0.0,1.0,0.0,0.0,17.0,13.62,False
2018-05-31,21.9,19.3,16.8,16.5,28.4,23.2,0.0,4.2,0.0,0.0,17.0,12.13,False
2018-06-01,21.1,17.7,14.8,15.1,25.6,22.2,0.0,12.4,0.0,0.0,17.05,6.47,False
2018-06-02,19.7,18.0,14.4,13.0,24.8,22.5,0.0,0.0,0.0,0.0,17.03,13.69,False
2018-06-03,16.5,19.6,12.0,13.4,21.0,24.6,0.0,0.1,0.0,0.0,17.02,14.9,False
2018-06-04,14.4,19.8,10.2,16.2,18.6,24.9,0.0,6.8,0.0,0.0,15.87,6.53,False
2018-06-05,16.2,18.7,9.4,15.9,23.2,22.0,0.0,11.3,0.0,0.0,16.93,0.83,False
2018-06-06,15.4,18.5,10.3,14.4,20.0,23.0,0.0,11.1,0.0,0.0,16.05,6.47,False
2018-06-07,15.7,19.9,10.0,15.6,19.7,23.9,0.0,0.3,0.0,0.0,17.37,14.39,False
2018-06-08,17.9,19.9,10.8,13.9,23.5,24.3,0.0,0.2,0.0,0.0,17.55,14.61,False
2018-06-09,16.8,20.0,12.0,15.0,21.6,25.1,0.2,3.2,0.0,0.0,16.97,13.09,False
2018-06-10,13.6,20.2,10.2,15.9,17.6,23.8,0.4,1.2,0.0,0.0,4.99,12.55,False
2018-06-11,11.3,19.1,9.3,17.1,14.6,21.6,9.1,18.9,0.0,0.0,1.79,3.22,False
2018-06-12,11.2,17.0,8.3,15.6,15.4,18.8,0.0,24.4,0.0,0.0,13.68,5.14,False
2018-06-13,10.7,14.5,7.8,9.9,13.4,17.9,0.0,0.8,0.0,0.0,14.1,8.91,False
2018-06-14,10.7,15.4,8.9,9.7,13.1,19.9,40.0,0.6,0.0,0.0,1.35,6.38,False
2018-06-15,10.2,17.1,8.2,12.4,12.6,22.0,12.5,0.5,0.0,0.0,15.07,12.3,False
2018-06-16,12.2,17.0,7.6,12.9,15.8,21.3,2.0,0.0,0.0,0.0,14.97,12.55,False
2018-06-17,12.7,16.5,9.7,14.1,16.3,19.7,4.1,0.0,0.0,0.0,12.27,7.02,False
2018-06-18,11.1,17.9,10.1,14.4,12.4,21.7,10.2,0.7,0.0,0.0,3.61,5.84,False
2018-06-19,9.9,18.6,8.3,14.8,12.4,23.5,12.5,0.0,0.0,0.0,9.32,7.64,False
2018-06-20,9.5,20.2,7.2,13.1,12.2,26.9,3.8,0.0,0.0,0.0,8.86,15.74,False
2018-06-21,8.8,17.1,5.9,13.2,11.3,19.6,1.1,0.6,0.0,0.0,16.61,11.74,False
2018-06-22,9.5,14.4,7.2,7.2,11.8,20.0,0.1,0.0,0.0,0.0,10.18,15.39,False
2018-06-23,10.6,15.1,8.4,8.1,12.8,20.8,0.3,0.0,0.0,0.0,2.54,15.74,False
2018-06-24,10.9,17.1,9.6,11.7,12.0,21.7,3.2,0.0,0.0,0.0,0.0,13.83,False
2018-06-25,11.6,18.3,9.2,11.9,13.9,23.8,0.4,0.0,0.0,0.0,6.33,15.73,False
2018-06-26,11.0,19.7,6.6,13.1,15.0,25.8,0.0,0.0,0.0,0.0,17.97,15.87,False
2018-06-27,12.1,21.3,7.5,13.5,17.6,27.6,0.0,0.0,0.0,0.0,14.58,15.85,False
2018-06-28,13.4,22.6,8.2,16.9,17.5,27.1,0.0,0.0,0.0,0.0,15.4,15.85,False
2018-06-29,14.4,23.4,8.5,17.5,20.1,28.9,0.0,0.0,0.0,0.0,18.09,15.3,False
2018-06-30,15.2,24.8,9.4,18.1,19.7,31.3,0.0,0.1,0.0,0.0,18.09,15.62,False
2018-07-01,16.0,26.5,8.8,19.1,21.0,31.8,0.0,0.0,0.0,0.0,17.95,15.38,False
2018-07-02,14.7,24.7,10.6,19.1,18.9,29.4,0.0,0.0,0.0,0.0,17.69,15.27,False
2018-07-03,13.3,23.6,8.4,18.0,17.7,27.9,0.0,0.1,0.0,0.0,17.89,15.39,False
2018-07-04,15.4,23.6,10.1,18.4,21.4,27.9,0.0,0.5,0.0,0.0,14.89,15.0,False
2018-07-05,12.6,22.1,10.7,18.0,16.0,26.2,0.0,3.1,0.0,0.0,6.25,12.41,False
2018-07-06,11.6,22.1,8.2,15.3,14.6,27.9,0.0,0.0,0.0,0.0,9.88,15.26,False
2018-07-07,12.7,24.3,8.6,18.0,16.6,29.4,0.0,0.4,0.0,0.0,17.33,14.62,False
2018-07-08,13.2,24.2,8.9,18.0,18.4,29.0,3.0,0.0,0.0,0.0,12.58,12.95,False
2018-07-09,12.8,22.0,8.9,16.7,19.1,26.2,0.5,0.0,0.0,0.0,15.51,14.45,False
2018-07-10,16.8,19.2,9.7,16.8,22.4,21.4,0.0,0.2,0.0,0.0,17.17,12.09,False
2018-07-11,16.4,18.4,12.1,13.2,21.5,23.1,0.0,0.4,0.0,0.0,11.54,12.57,False
2018-07-12,14.4,20.4,10.9,15.4,18.5,25.1,0.0,0.1,0.0,0.0,14.37,10.59,False
2018-07-13,12.7,21.4,10.6,16.6,14.4,26.5,0.0,0.0,0.0,0.0,1.28,14.29,False
2018-07-14,13.6,23.0,10.9,17.0,17.0,28.0,0.0,0.1,0.0,0.0,6.91,14.78,False
2018-07-15,16.8,24.1,12.5,18.0,21.7,29.5,0.0,0.5,0.0,0.0,12.89,14.22,False
2018-07-16,18.4,23.7,13.2,17.1,23.5,29.4,0.0,0.0,0.0,0.0,17.05,14.47,False
2018-07-17,19.2,21.6,13.1,17.2,23.8,25.4,0.4,0.0,0.0,0.0,17.0,12.5,False
2018-07-18,15.3,22.2,11.9,17.1,17.6,27.3,5.0,0.0,0.0,0.0,13.8,13.97,False
2018-07-19,14.0,23.5,9.6,16.2,17.9,29.5,0.0,0.0,0.0,0.0,16.53,12.52,False
2018-07-20,15.0,20.2,9.5,17.1,19.6,23.2,0.0,7.3,0.0,0.0,17.1,8.2,False
2018-07-21,14.6,20.0,10.6,15.1,18.5,25.4,2.0,0.0,0.0,0.0,8.24,13.82,False
2018-07-22,15.0,21.7,13.1,16.3,17.5,26.6,1.6,0.0,0.0,0.0,4.34,13.39,False
2018-07-23,15.8,23.4,11.9,16.4,20.5,29.5,2.7,0.0,0.0,0.0,1.72,13.07,False
