date,bergen_temp_mean,paris_temp_mean,bergen_temp_min,paris_temp_min,bergen_temp_max,paris_temp_max,bergen_precip_mm,paris_precip_mm,bergen_snowfall_mm,paris_snowfall_mm,bergen_sunshine_hours,paris_sunshine_hours,extreme
2021-02-04,-12.7,7.9,-18.8,4.6,-5.8,11.4,0.0,2.2,0.0,0.0,4.0,4.04,True
2021-02-05,-11.2,7.9,-15.1,5.7,-5.3,11.2,0.0,0.1,0.0,0.0,7.9,6.11,True
2021-02-06,-12.8,7.3,-16.5,6.1,-4.1,8.8,0.0,14.4,0.0,0.0,7.94,0.42,True
2021-02-07,-13.9,3.5,-18.9,0.3,-4.3,6.8,0.0,3.4,0.0,4.9,7.99,0.0,True
2021-02-08,-11.9,-0.5,-15.4,-1.5,-6.5,0.6,0.0,0.2,0.0,1.4,8.02,0.93,True
2021-02-09,-11.0,-2.0,-16.6,-3.9,-5.2,-0.6,0.0,0.1,0.0,0.7,8.0,1.32,True
2021-02-10,-10.2,-3.2,-17.4,-5.5,-1.5,-0.9,0.0,1.9,0.0,13.3,5.62,8.04,True
2021-02-11,-9.6,-3.1,-16.8,-5.9,-3.8,0.9,0.0,0.0,0.0,0.0,8.1,9.07,True
2021-02-12,-13.2,-2.3,-19.1,-4.2,-2.1,1.4,0.0,0.0,0.0,0.0,8.23,2.1,True
2021-02-13,-10.8,-3.3,-18.4,-5.7,-1.5,0.3,0.0,0.0,0.0,0.0,8.36,7.75,True
2021-02-14,-2.6,-1.5,-7.8,-5.5,2.2,3.4,0.0,0.0,0.0,0.0,5.74,8.95,False
2021-02-15,1.6,4.1,0.2,1.0,3.8,7.9,1.5,3.3,10.5,0.0,0.0,2.41,False
2021-02-16,2.0,7.7,0.2,3.9,5.3,12.2,3.4,1.3,2.8,0.0,0.0,8.33,False
2021-02-17,1.2,9.2,0.3,6.6,3.8,12.2,3.1,0.2,21.7,0.0,4.42,7.84,False
2021-02-18,3.3,8.5,0.8,5.6,6.6,11.4,2.0,6.9,7.7,0.0,1.44,0.1,False
2021-02-19,4.4,8.2,1.9,3.8,5.8,13.9,4.2,0.0,0.0,0.0,0.66,7.21,False
2021-02-20,5.8,12.2,4.3,7.8,7.8,17.6,25.8,0.0,0.0,0.0,0.0,10.0,False
2021-02-21,7.8,11.4,6.7,6.2,8.9,17.0,7.4,0.0,0.0,0.0,2.91,10.0,False
2021-02-22,6.6,11.5,5.3,6.4,7.4,16.4,15.9,0.3,0.0,0.0,0.0,4.09,False
2021-02-23,6.0,12.9,3.8,9.9,8.9,17.4,6.5,0.0,0.0,0.0,3.76,9.0,False
2021-02-24,7.0,12.7,5.1,9.0,7.9,18.6,30.8,0.0,0.0,0.0,0.0,10.0,False
2021-02-25,6.1,11.9,5.2,7.7,7.2,16.8,9.3,0.2,0.0,0.0,3.01,8.72,False
2021-02-26,5.5,9.0,4.2,4.9,7.6,11.4,4.9,1.6,0.0,0.0,7.11,8.9,False
2021-02-27,5.5,5.2,4.8,1.4,6.6,10.3,3.5,0.0,0.0,0.0,1.35,10.08,False
2021-02-28,5.4,5.6,2.3,1.8,7.4,11.1,0.0,0.0,0.0,0.0,2.72,10.17,False
2021-03-01,4.4,5.8,2.1,0.1,6.2,13.2,2.1,0.0,0.0,0.0,0.0,10.17,False
2021-03-02,4.7,7.4,3.1,0.9,6.6,16.5,0.4,0.0,0.0,0.0,0.0,10.24,False
2021-03-03,3.7,10.3,0.8,5.3,6.2,17.3,0.2,0.8,0.0,0.0,5.29,10.13,False
2021-03-04,-0.1,8.8,-2.8,6.1,3.7,11.9,0.0,1.0,0.0,0.0,10.06,7.82,False
2021-03-05,0.2,4.7,-2.0,3.5,2.8,6.0,3.7,0.0,7.0,0.0,0.06,1.95,False
2021-03-06,3.4,3.5,1.1,-0.7,5.4,8.6,8.0,0.0,0.0,0.0,1.07,10.9,False
2021-03-07,0.7,2.2,-1.6,-3.8,3.2,8.9,0.0,0.0,0.0,0.0,10.25,10.96,False
2021-03-08,0.2,2.4,-3.8,-2.2,3.8,7.2,0.0,0.0,0.0,0.0,7.42,11.13,False
2021-03-09,1.3,4.8,-0.8,-0.9,4.7,10.9,0.0,0.0,0.0,0.0,10.0,10.71,False
2021-03-10,2.2,5.4,-0.4,0.6,3.5,9.4,3.9,1.4,22.4,0.0,0.0,3.58,False
2021-03-11,3.2,10.3,1.5,6.8,5.2,13.9,23.7,3.4,40.6,0.0,0.0,7.48,False
2021-03-12,3.0,7.5,1.6,4.6,4.7,11.7,8.7,4.6,9.8,0.0,0.0,7.02,False
2021-03-13,2.1,8.0,1.0,4.7,4.8,10.4,5.4,6.6,4.2,0.0,3.43,8.0,False
2021-03-14,1.8,6.5,-1.1,3.3,3.8,10.8,11.9,2.5,14.7,2.8,0.0,7.16,False
2021-03-15,1.7,8.4,-1.8,5.7,7.3,11.0,2.0,3.9,0.0,0.0,11.07,9.3,False
2021-03-16,0.9,6.8,-2.2,2.6,4.2,9.9,0.0,2.7,0.0,0.0,10.66,0.07,False
2021-03-17,2.1,7.3,-0.6,5.4,6.1,9.6,0.8,2.1,5.6,0.0,11.0,3.63,False
2021-03-18,2.9,5.4,0.6,2.5,6.3,7.7,0.0,1.5,0.0,0.0,5.01,0.05,False
2021-03-19,2.6,5.4,-1.4,3.0,6.7,8.4,0.6,2.2,0.0,0.0,4.89,9.63,False
2021-03-20,4.5,3.8,2.3,0.1,6.8,8.2,7.8,0.0,0.0,0.0,3.43,11.98,False
2021-03-21,2.9,6.2,1.3,1.4,4.9,11.2,0.5,0.2,0.0,0.0,7.06,5.95,False
2021-03-22,4.9,5.4,2.7,1.3,7.1,8.5,4.6,0.0,0.0,0.0,0.0,6.23,False
2021-03-23,6.3,6.6,5.1,1.4,8.9,12.7,2.2,0.0,0.0,0.0,2.85,12.0,False
2021-03-24,5.2,8.1,2.8,0.6,7.5,16.9,7.3,0.0,0.0,0.0,10.84,12.0,False
2021-03-25,4.5,8.4,2.7,3.8,6.8,13.2,11.8,0.8,0.0,0.0,4.65,5.36,False
2021-03-26,5.4,9.0,4.2,4.2,7.5,14.4,20.3,3.2,0.0,0.0,0.66,10.59,False
2021-03-27,3.7,7.6,1.9,3.7,5.8,11.9,5.3,0.2,0.7,0.0,6.36,9.8,False
2021-03-28,4.0,9.6,1.5,3.9,6.2,15.6,8.3,0.0,0.7,0.0,3.33,12.0,False
2021-03-29,7.0,11.5,3.3,3.8,9.8,20.5,14.8,0.0,0.0,0.0,2.43,12.0,False
2021-03-30,7.2,13.0,5.8,5.8,8.5,22.7,31.6,0.0,0.0,0.0,0.0,12.01,False
2021-03-31,5.0,15.1,2.0,5.8,7.7,23.8,0.7,0.0,0.0,0.0,8.6,12.0,False
2021-04-01,3.1,15.7,-0.2,7.5,6.6,23.6,0.0,0.0,0.0,0.0,11.12,12.07,False
2021-04-02,4.4,9.3,1.6,5.4,6.7,12.4,2.1,0.0,0.0,0.0,8.8,12.05,False
2021-04-03,3.6,7.0,0.6,4.0,6.6,10.7,0.1,0.0,0.0,0.0,10.04,10.8,False
2021-04-04,4.0,6.6,-2.1,1.4,5.9,12.1,17.4,0.0,18.2,0.0,1.0,12.21,False
2021-04-05,0.1,4.9,-3.1,0.5,3.0,9.6,4.8,0.7,31.5,0.0,10.19,4.02,False
2021-04-06,1.1,2.2,-0.3,-2.5,2.4,6.8,6.3,1.2,42.0,3.5,7.93,12.27,False
2021-04-07,1.7,3.5,-1.2,-2.5,4.1,8.9,2.1,0.1,11.9,0.7,11.1,11.13,False
2021-04-08,0.5,6.4,-2.5,1.6,3.8,11.9,26.7,0.1,133.7,0.0,0.0,10.19,False
2021-04-09,2.2,8.9,0.9,2.4,3.8,15.9,6.8,5.5,30.1,0.0,9.86,9.59,False
2021-04-10,1.5,10.1,-2.5,7.3,3.5,14.1,6.8,15.9,42.0,0.0,10.37,2.94,False
2021-04-11,1.1,6.2,-5.8,3.2,6.5,8.2,0.1,1.9,0.0,0.0,13.0,1.96,False
2021-04-12,3.6,4.9,-0.8,-0.7,8.4,10.5,0.0,0.3,0.0,0.0,13.12,10.74,False
2021-04-13,2.3,5.3,-0.6,-0.2,5.7,10.8,0.7,0.0,1.4,0.0,12.49,12.61,False
2021-04-14,2.6,5.6,-1.0,-0.9,6.3,11.1,2.6,0.0,3.5,0.0,8.66,12.7,False
2021-04-15,4.0,5.7,-1.2,0.9,9.1,10.5,0.0,0.3,0.0,0.0,13.38,13.2,False
2021-04-16,5.3,5.9,-0.2,0.5,10.4,10.2,0.0,0.0,0.0,0.0,13.9,6.01,False
2021-04-17,5.9,8.7,-1.9,4.0,12.9,13.4,0.0,0.0,0.0,0.0,14.31,11.48,False
2021-04-18,7.8,7.7,0.9,0.9,15.4,13.6,0.0,0.0,0.0,0.0,14.32,9.92,False
2021-04-19,9.3,9.4,1.5,1.9,17.2,16.0,0.0,0.0,0.0,0.0,14.32,11.88,False
2021-04-20,7.7,11.3,3.5,6.3,11.4,17.1,5.8,0.2,0.0,0.0,9.47,12.39,False
2021-04-21,3.7,11.3,1.7,3.3,6.9,17.6,6.7,0.3,16.8,0.0,12.0,13.62,False
2021-04-22,4.0,10.8,1.3,5.2,6.3,16.2,0.5,0.0,0.0,0.0,14.53,13.8,False
2021-04-23,3.8,11.3,1.6,4.2,7.1,18.1,0.7,0.0,0.0,0.0,12.25,13.82,False
2021-04-24,2.9,12.2,-0.1,4.8,5.8,19.1,0.0,0.0,0.0,0.0,11.97,13.29,False
2021-04-25,3.2,11.3,-1.4,6.2,8.4,16.4,0.0,0.0,0.0,0.0,15.0,13.87,False
2021-04-26,4.6,11.4,-0.6,4.8,9.1,18.0,0.0,0.0,0.0,0.0,13.95,13.9,False
2021-04-27,4.7,11.6,0.1,3.7,9.1,18.5,0.3,0.0,0.0,0.0,13.1,13.92,False
2021-04-28,4.4,11.8,-1.1,6.1,8.6,19.3,0.0,1.3,0.0,0.0,14.69,12.78,False
2021-04-29,5.1,9.8,-1.5,6.2,9.8,13.6,0.2,0.5,0.0,0.0,15.0,12.01,False
2021-04-30,5.2,9.3,-1.2,5.4,9.4,13.6,1.0,0.1,0.0,0.0,13.55,7.22,False
2021-05-01,5.4,8.7,1.2,6.8,9.0,10.6,1.2,2.6,0.0,0.0,15.04,3.8,False
2021-05-02,5.1,8.5,-0.2,3.3,8.4,13.4,1.7,2.0,0.0,0.0,14.85,14.0,False
2021-05-03,4.1,10.3,1.6,3.0,7.3,16.6,3.2,0.2,0.0,0.0,8.39,12.2,False
2021-05-04,5.5,11.3,-0.4,8.6,10.8,14.6,0.0,3.4,0.0,0.0,11.64,7.94,False
2021-05-05,7.2,9.0,2.2,5.8,11.6,13.3,0.1,1.4,0.0,0.0,12.58,9.58,False
2021-05-06,5.3,8.4,1.7,6.4,8.9,10.9,6.2,6.6,0.0,0.0,8.25,1.04,False
2021-05-07,4.9,9.8,-1.2,3.7,9.9,15.0,0.3,0.0,0.0,0.0,15.72,10.68,False
2021-05-08,5.1,14.0,0.7,7.7,8.8,21.0,1.2,0.6,0.0,0.0,13.65,8.59,False
2021-05-09,7.9,18.9,3.0,13.4,12.9,26.5,2.8,0.4,0.0,0.0,1.95,11.0,False
2021-05-10,9.9,15.2,7.4,11.2,16.5,18.3,17.9,5.1,0.0,0.0,1.03,12.34,False
2021-05-11,11.1,12.2,7.4,7.6,14.8,15.7,1.6,0.5,0.0,0.0,13.93,9.04,False
2021-05-12,11.5,11.6,5.4,7.3,17.8,15.2,0.0,1.3,0.0,0.0,8.5,10.85,False
2021-05-13,10.3,11.6,6.6,8.5,14.6,15.4,0.0,3.4,0.0,0.0,12.2,12.21,False
2021-05-14,12.4,10.5,8.6,7.1,16.4,14.0,2.0,4.4,0.0,0.0,9.82,13.0,False
2021-05-15,12.3,11.5,9.2,8.8,15.9,15.8,1.3,4.0,0.0,0.0,9.95,7.82,False
2021-05-16,8.5,12.5,6.9,9.1,9.4,17.0,2.3,7.5,0.0,0.0,0.99,12.04,False
2021-05-17,9.5,12.2,6.0,9.6,13.8,15.4,0.1,4.8,0.0,0.0,16.5,12.85,False
2021-05-18,7.9,12.1,5.2,8.8,10.4,15.8,1.7,2.6,0.0,0.0,6.44,13.97,False
2021-05-19,7.9,11.2,6.1,8.6,9.9,14.2,4.8,6.2,0.0,0.0,6.59,13.46,False
2021-05-20,7.7,12.0,4.8,5.6,10.1,17.1,0.0,0.0,0.0,0.0,15.4,7.2,False
2021-05-21,8.2,13.7,2.2,11.1,12.9,16.5,0.0,0.3,0.0,0.0,16.22,12.84,False
2021-05-22,10.6,12.3,3.8,9.4,14.6,16.3,0.4,2.5,0.0,0.0,14.15,13.59,False
2021-05-23,10.2,12.4,7.2,7.7,13.8,16.5,13.7,0.1,0.0,0.0,10.64,12.92,False
2021-05-24,10.1,12.4,7.8,9.9,15.0,16.0,5.1,5.2,0.0,0.0,5.0,10.83,False
2021-05-25,11.6,11.3,7.9,7.6,14.9,15.1,2.4,2.2,0.0,0.0,1.21,10.95,False
2021-05-26,13.9,11.9,7.7,10.0,19.0,15.0,0.0,8.1,0.0,0.0,11.94,6.25,False
2021-05-27,13.3,12.8,7.6,5.3,17.6,18.4,0.0,0.0,0.0,0.0,17.0,15.02,False
2021-05-28,12.0,14.7,6.8,9.1,16.6,20.5,0.0,0.0,0.0,0.0,17.0,14.67,False
2021-05-29,12.4,15.9,7.4,9.2,18.4,21.6,0.0,0.0,0.0,0.0,17.08,11.06,False
2021-05-30,11.5,16.8,6.3,10.8,16.6,22.1,0.0,0.0,0.0,0.0,14.79,14.94,False
2021-05-31,11.8,17.5,5.7,10.4,17.9,23.2,0.0,0.0,0.0,0.0,17.07,15.25,False
2021-06-01,13.7,19.0,5.9,10.1,20.7,26.6,0.0,0.0,0.0,0.0,17.23,15.13,False
2021-06-02,16.2,20.1,8.9,13.6,22.1,26.1,0.0,4.2,0.0,0.0,17.03,12.43,False
2021-06-03,18.2,20.4,9.7,16.5,23.7,25.9,0.0,4.2,0.0,0.0,17.21,10.8,False
2021-06-04,16.0,17.2,12.8,14.7,21.0,20.7,0.4,11.6,0.0,0.0,12.46,5.2,False
2021-06-05,15.8,16.5,11.8,13.6,19.6,19.7,0.9,0.3,0.0,0.0,5.75,9.61,False
2021-06-06,14.6,16.9,11.3,10.9,16.7,21.9,1.1,0.0,0.0,0.0,14.13,12.45,False
2021-06-07,13.8,18.1,8.1,13.2,19.1,22.4,0.0,0.0,0.0,0.0,16.12,14.24,False
2021-06-08,14.4,18.5,9.4,11.8,19.2,24.3,0.0,0.0,0.0,0.0,16.27,14.4,False
2021-06-09,14.9,20.0,10.8,12.8,19.2,26.1,0.9,0.0,0.0,0.0,13.7,15.04,False
2021-06-10,14.7,20.7,12.4,15.1,17.2,25.6,8.0,0.0,0.0,0.0,2.61,14.62,False
2021-06-11,14.0,20.2,11.0,13.9,15.2,25.1,18.9,0.0,0.0,0.0,2.49,14.96,False
2021-06-12,10.7,19.0,8.9,14.5,12.1,22.9,6.5,0.0,0.0,0.0,12.99,14.13,False
2021-06-13,10.2,20.0,8.4,13.9,11.9,25.7,15.5,0.0,0.0,0.0,1.35,15.64,False
2021-06-14,10.8,21.8,9.1,12.9,12.1,29.6,32.8,0.0,0.0,0.0,4.86,15.64,False
2021-06-15,9.6,22.9,8.4,15.4,11.1,29.5,7.0,0.0,0.0,0.0,8.57,15.4,False
2021-06-16,11.8,25.4,8.1,17.2,16.6,32.0,5.5,0.1,0.0,0.0,1.79,14.0,False
2021-06-17,14.6,24.1,13.4,20.5,16.5,28.6,9.2,6.6,0.0,0.0,0.39,9.2,False
2021-06-18,11.9,22.2,9.3,19.1,13.8,26.1,2.1,4.8,0.0,0.0,12.48,14.79,False
2021-06-19,11.3,20.0,8.4,16.2,16.3,24.3,4.9,9.2,0.0,0.0,8.9,5.2,False
2021-06-20,12.5,19.5,9.3,15.3,18.1,23.5,7.4,1.7,0.0,0.0,6.35,9.4,False
2021-06-21,11.5,19.7,9.4,16.8,13.8,23.5,2.9,2.4,0.0,0.0,15.58,15.2,False
2021-06-22,12.3,16.1,8.6,13.8,16.9,19.9,0.0,14.0,0.0,0.0,17.89,8.17,False
2021-06-23,11.5,14.7,7.2,12.6,15.3,16.9,0.0,0.2,0.0,0.0,13.66,5.23,False
2021-06-24,13.2,15.4,9.8,12.1,17.0,19.5,0.0,0.0,0.0,0.0,8.29,10.37,False
2021-06-25,14.7,15.6,11.4,9.2,18.4,21.6,4.7,9.6,0.0,0.0,10.14,9.26,False
2021-06-26,13.8,17.6,10.7,14.9,17.1,20.8,0.0,7.1,0.0,0.0,11.7,4.85,False
2021-06-27,12.6,18.7,9.6,16.4,15.4,21.5,0.0,6.1,0.0,0.0,13.6,3.95,False
2021-06-28,12.6,18.4,9.8,15.7,16.0,21.9,0.0,6.4,0.0,0.0,13.27,10.0,False
2021-06-29,13.0,15.4,8.1,12.0,16.5,18.5,0.0,3.9,0.0,0.0,15.46,8.92,False
2021-06-30,17.5,15.3,10.2,13.6,22.4,18.0,0.0,3.1,0.0,0.0,16.5,2.02,False
2021-07-01,17.9,16.6,13.2,12.1,22.0,21.0,0.1,0.2,0.0,0.0,17.95,8.11,False
2021-07-02,19.4,19.0,12.9,12.4,24.9,24.5,0.0,1.6,0.0,0.0,15.86,11.73,False
2021-07-03,14.8,20.2,13.6,16.7,15.9,23.4,21.6,0.8,0.0,0.0,0.12,12.14,False
2021-07-04,17.1,17.6,13.1,15.2,22.5,21.6,2.0,17.4,0.0,0.0,8.12,7.82,False
2021-07-05,19.0,17.9,13.6,14.9,24.5,21.4,6.2,4.8,0.0,0.0,13.66,4.72,False
2021-07-06,16.9,18.5,14.2,15.7,20.9,20.9,13.5,3.0,0.0,0.0,5.08,15.37,False
2021-07-07,15.5,17.4,13.2,14.2,18.6,20.9,13.0,0.7,0.0,0.0,11.51,14.43,False
2021-07-08,14.8,17.3,12.6,12.9,17.8,20.6,16.7,0.5,0.0,0.0,11.78,14.72,False
2021-07-09,14.7,17.8,12.6,14.4,17.2,21.0,18.4,0.1,0.0,0.0,11.82,13.82,False
2021-07-10,15.0,17.2,11.1,14.9,19.0,19.3,0.0,2.6,0.0,0.0,11.75,5.04,False
2021-07-11,15.0,18.0,12.6,12.6,17.1,22.4,2.4,0.4,0.0,0.0,16.38,11.35,False
2021-07-12,16.0,17.9,11.1,14.7,20.2,22.1,0.0,10.9,0.0,0.0,12.91,6.28,False
2021-07-13,18.7,16.8,14.2,15.4,22.8,18.5,0.4,20.4,0.0,0.0,10.78,0.0,False
2021-07-14,17.1,17.1,14.1,15.1,21.2,19.9,6.4,8.3,0.0,0.0,11.25,1.89,False
2021-07-15,14.6,19.8,11.8,16.6,16.5,23.0,1.5,0.0,0.0,0.0,10.86,12.82,False
2021-07-16,14.6,17.4,9.9,15.2,18.6,19.5,0.2,0.0,0.0,0.0,14.13,6.45,False
2021-07-17,13.8,18.5,11.8,13.6,15.1,23.3,15.7,0.0,0.0,0.0,2.2,12.43,False
2021-07-18,12.3,21.6,10.4,15.7,14.2,27.6,4.8,0.0,0.0,0.0,10.99,15.23,False
2021-07-19,11.9,22.5,8.4,16.3,15.2,28.2,0.0,0.0,0.0,0.0,13.3,15.08,False
2021-07-20,12.6,22.0,9.9,15.9,15.1,27.2,3.2,0.0,0.0,0.0,3.2,14.87,False
2021-07-21,12.6,22.1,7.8,15.0,17.1,27.6,0.0,0.1,0.0,0.0,16.98,14.77,False
2021-07-22,13.4,22.4,9.6,16.1,17.4,27.7,0.0,0.0,0.0,0.0,14.87,14.56,False
2021-07-23,16.3,23.0,9.3,16.0,23.1,29.0,0.0,0.0,0.0,0.0,15.06,12.35,False
2021-07-24,16.3,21.7,12.2,17.9,21.4,25.1,0.0,0.2,0.0,0.0,15.36,13.55,False
2021-07-25,19.9,19.0,13.6,16.9,24.8,21.8,0.0,9.9,0.0,0.0,15.58,10.2,False
2021-07-26,20.9,18.4,15.8,14.9,26.4,22.3,1.4,5.1,0.0,0.0,13.08,10.46,False
2021-07-27,17.4,18.0,15.5,17.0,20.5,19.5,21.4,5.0,0.0,0.0,4.52,3.29,False
2021-07-28,16.8,18.8,14.4,15.4,20.4,22.4,8.4,0.0,0.0,0.0,5.36,12.72,False
2021-07-29,15.8,18.5,13.6,14.3,18.7,21.5,6.4,0.0,0.0,0.0,7.92,11.3,False
2021-07-30,15.9,18.6,11.6,14.8,19.4,22.8,1.0,0.0,0.0,0.0,10.48,13.28,False
2021-07-31,13.4,17.9,10.9,13.6,16.0,21.9,0.0,0.6,0.0,0.0,11.23,13.87,False
2021-08-01,14.1,17.8,10.1,13.4,19.4,22.5,0.0,0.6,0.0,0.0,16.19,14.0,False
2021-08-02,13.0,17.7,10.4,13.6,16.5,22.0,0.0,3.5,0.0,0.0,16.05,13.08,False
2021-08-03,12.4,16.4,8.4,13.9,16.1,18.8,0.0,3.7,0.0,0.0,16.03,5.32,False
2021-08-04,12.6,15.9,8.1,11.6,16.6,19.4,0.0,3.1,0.0,0.0,12.54,9.68,False
2021-08-05,14.3,18.1,9.2,13.9,18.4,22.6,0.5,1.6,0.0,0.0,13.55,9.87,False
2021-08-06,17.4,18.7,11.3,15.6,23.4,21.6,0.0,1.1,0.0,0.0,15.26,12.53,False
2021-08-07,17.4,17.6,14.4,13.2,22.0,22.0,0.7,1.9,0.0,0.0,7.51,12.35,False
2021-08-08,16.4,17.3,11.6,12.9,19.7,21.2,1.1,0.2,0.0,0.0,15.23,13.01,False
2021-08-09,16.0,17.7,11.9,13.8,20.2,21.9,4.3,0.6,0.0,0.0,9.09,9.19,False
2021-08-10,15.7,19.2,13.5,15.6,18.7,23.8,3.0,3.1,0.0,0.0,14.54,10.13,False
2021-08-11,14.7,19.8,10.9,13.8,18.9,24.8,0.9,0.0,0.0,0.0,15.14,12.0,False
2021-08-12,15.0,21.5,12.6,13.6,18.0,29.0,6.0,0.4,0.0,0.0,7.2,13.52,False
2021-08-13,13.7,21.3,11.3,15.9,17.0,27.0,4.1,0.0,0.0,0.0,8.16,14.0,False
2021-08-14,13.1,21.3,10.9,14.2,15.3,28.3,3.1,0.0,0.0,0.0,9.7,14.0,False
2021-08-15,11.7,22.2,9.8,16.3,12.8,30.0,12.5,0.0,0.0,0.0,0.27,14.0,False
2021-08-16,13.5,18.2,8.4,15.6,19.1,20.6,0.0,1.8,0.0,0.0,13.76,4.71,False
2021-08-17,13.5,16.6,10.9,12.4,17.4,19.0,0.0,0.2,0.0,0.0,11.22,4.88,False
2021-08-18,12.5,17.9,11.4,15.8,14.6,20.7,1.6,0.6,0.0,0.0,6.01,0.55,False
2021-08-19,12.3,17.5,10.4,14.5,14.6,20.4,0.8,0.0,0.0,0.0,13.75,5.15,False
2021-08-20,11.8,18.9,9.5,13.9,14.8,23.0,0.5,0.0,0.0,0.0,12.73,6.61,False
2021-08-21,12.5,20.3,7.8,14.4,16.4,26.1,0.0,0.6,0.0,0.0,14.31,9.69,False
2021-08-22,13.1,18.5,7.5,15.4,18.0,21.1,0.0,0.6,0.0,0.0,14.6,12.05,False
2021-08-23,13.2,18.1,9.4,14.9,17.1,21.2,0.0,0.4,0.0,0.0,14.23,9.18,False
2021-08-24,12.4,18.9,8.5,14.2,15.9,23.4,1.1,0.0,0.0,0.0,7.61,12.86,False
2021-08-25,14.1,18.6,11.6,12.7,17.2,24.0,4.9,0.0,0.0,0.0,12.56,13.2,False
2021-08-26,15.1,16.7,9.8,12.4,21.2,20.6,0.0,0.0,0.0,0.0,14.16,5.06,False
2021-08-27,14.8,17.1,10.1,12.8,19.7,21.0,0.0,0.0,0.0,0.0,13.99,12.09,False
2021-08-28,14.4,16.3,9.4,11.0,18.8,20.5,0.0,0.2,0.0,0.0,13.82,11.87,False
2021-08-29,13.6,16.2,9.2,12.4,19.2,19.1,0.0,0.5,0.0,0.0,12.62,10.63,False
2021-08-30,12.9,17.6,10.4,13.9,17.8,21.6,0.0,0.1,0.0,0.0,9.98,7.37,False
2021-08-31,12.9,18.1,8.6,14.6,18.5,22.3,0.0,0.0,0.0,0.0,13.34,9.8,False
2021-09-01,13.8,17.6,10.1,14.1,19.2,22.4,0.0,0.0,0.0,0.0,13.23,11.27,False
2021-09-02,12.4,18.1,10.6,11.7,14.5,24.8,0.0,0.0,0.0,0.0,1.98,12.76,False
2021-09-03,12.5,19.8,9.2,12.1,15.2,27.0,1.3,0.4,0.0,0.0,11.68,11.9,False
2021-09-04,11.0,20.8,7.8,17.2,15.4,25.9,0.0,1.7,0.0,0.0,13.04,12.11,False
2021-09-05,12.8,21.6,7.6,17.6,16.8,27.5,0.1,1.3,0.0,0.0,7.71,12.0,False
2021-09-06,13.2,21.8,11.8,14.8,15.9,28.2,0.3,0.0,0.0,0.0,0.0,12.45,False
2021-09-07,14.0,22.3,13.1,14.6,15.2,29.2,6.5,0.0,0.0,0.0,0.01,12.46,False
2021-09-08,15.1,23.3,13.9,17.0,18.2,30.1,1.9,0.0,0.0,0.0,4.8,12.19,False
2021-09-09,16.2,22.2,13.9,18.0,19.7,26.4,0.4,0.8,0.0,0.0,5.3,12.01,False
2021-09-10,16.2,19.5,13.1,17.1,20.3,22.2,1.9,11.1,0.0,0.0,7.28,7.86,False
2021-09-11,15.2,17.8,14.0,13.9,16.3,21.5,14.5,0.0,0.0,0.0,0.33,11.51,False
2021-09-12,12.7,17.4,9.1,13.9,15.0,21.5,1.8,0.0,0.0,0.0,7.56,11.09,False
2021-09-13,10.7,18.6,7.2,11.7,15.1,25.8,0.0,0.0,0.0,0.0,12.14,10.74,False
2021-09-14,10.5,20.0,6.6,17.5,14.9,24.7,0.0,10.5,0.0,0.0,12.56,3.09,False
2021-09-15,11.8,18.9,7.8,15.6,16.6,21.5,0.8,22.0,0.0,0.0,2.43,5.14,False
2021-09-16,12.2,17.2,11.1,12.6,13.6,21.2,3.7,0.0,0.0,0.0,0.0,8.9,False
2021-09-17,12.7,16.9,9.9,11.5,16.0,22.2,0.1,0.0,0.0,0.0,11.64,11.9,False
2021-09-18,12.4,17.2,8.7,12.1,15.4,23.0,0.0,0.1,0.0,0.0,3.19,10.55,False
2021-09-19,12.5,17.4,9.9,13.5,15.4,22.1,0.3,0.9,0.0,0.0,3.79,6.89,False
2021-09-20,11.7,16.2,10.1,14.4,13.6,19.6,1.0,12.5,0.0,0.0,8.25,4.22,False
2021-09-21,11.3,14.3,9.3,9.9,12.9,17.4,15.1,0.0,0.0,0.0,1.1,7.63,False
2021-09-22,12.1,13.8,9.9,8.1,14.5,19.9,24.2,0.0,0.0,0.0,1.95,11.71,False
2021-09-23,9.1,14.8,6.6,8.1,11.2,21.4,26.9,0.0,0.0,0.0,3.59,11.63,False
2021-09-24,9.7,16.0,7.6,11.6,12.6,21.3,40.2,0.0,0.0,0.0,0.0,6.72,False
2021-09-25,10.6,16.4,9.0,9.4,12.4,23.9,2.1,0.4,0.0,0.0,7.37,8.48,False
2021-09-26,14.2,17.5,9.9,14.6,17.4,20.9,0.2,5.2,0.0,0.0,6.28,6.84,False
2021-09-27,16.5,15.8,13.4,10.9,20.4,19.1,6.2,2.4,0.0,0.0,5.78,6.03,False
2021-09-28,11.8,13.7,9.4,8.6,14.6,18.9,8.7,0.0,0.0,0.0,11.0,8.5,False
2021-09-29,13.0,13.4,10.3,9.9,16.8,15.3,0.7,5.0,0.0,0.0,6.09,10.2,False
2021-09-30,11.7,11.8,8.1,5.8,14.8,17.0,1.4,0.0,0.0,0.0,3.57,10.0,False
2021-10-01,10.8,13.0,8.8,9.4,14.5,17.3,18.1,5.1,0.0,0.0,3.0,3.64,False
2021-10-02,9.7,14.9,8.4,11.4,11.6,17.7,2.5,6.6,0.0,0.0,8.01,4.0,False
